,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,25.370931255964024,25.358048867808698,25.358177691690248,629.2592167552815,71053.14729275816,0,81.02590056467606,0,0
1,25.378951850259618,25.34245295938532,25.34610284847275,6080.076647419683,64877.84204474247,0,810.2590057069381,0,0
2,25.35794345920936,25.274610546639412,25.2912771291534,12177.330507436294,58234.39152486175,0,1620.518011569359,0,0
3,25.336444324859254,25.220241957366905,25.25510266761461,18469.92267485147,50637.40559000661,0,2652.5622126821686,0,0
4,25.303711136387545,25.19238723809416,25.236916797411517,24762.51484245562,43034.46060690567,0,3667.815778928659,0,0
5,25.281484554883477,25.168175546691185,25.224830050787332,31055.107008644885,35514.2558741644,0,4838.383710390047,0,0
6,25.262497867773607,25.1579786102577,25.220690164767245,37177.42710776415,28070.86055274503,0,6009.890374207945,0,0
7,25.248500615636942,25.1504770108859,25.21909353421163,43466.0955859325,20960.1620015743,0,7011.5387800362805,0,0
8,25.23762617194488,25.142903115607915,25.218681560677478,49784.057328054434,13967.805785498063,0,7975.797074441069,0,0
9,25.22523610387684,25.131005368402803,25.21581303032944,56023.9145067716,6930.34883724752,0,8528.677798057673,0,0
10,25.211408196954544,25.123833918966145,25.210532454174658,61646.301839973166,693.0348837279975,0,8891.969591605572,0,0
