,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow
0,25.443866241727317,25.543350024978395,25.54325054119515,252.30854215205136,246360.80557358728,0,0.0,0
1,25.727783076649644,25.628309584424073,25.63825693364663,24987.6575228509,221581.64603079052,0,0.0,0
2,25.718838152193214,25.56233243643836,25.593633579589326,49727.92010864001,196609.76657252896,0,0.0,0
3,25.737660236239876,25.488423136688134,25.563194266553655,74869.21225068244,171936.95776748998,0,0.0,0
4,25.721407723245637,25.362595779071107,25.506120556740917,99558.76378356403,147883.82940654136,0,0.0,0
5,25.659360860063583,25.200618053079022,25.4299894565713,124903.0669121577,123661.22693427376,0,0.0,0
6,25.582486512437868,24.993309297349963,25.3468156264027,149427.18398697805,100667.26293975567,0,0.0,0
7,25.427142528223058,24.78958642884821,25.235875698410602,173216.6938262973,75914.02698344196,0,0.0,0
8,25.29941226488876,24.682851525400476,25.1761001169911,197142.38340378072,50914.09886916906,0,0.0,0
9,25.202970410273732,24.581220838700162,25.14079545311638,221551.8140042698,25674.233341684147,0,0.0,0
10,25.099331179605073,24.39706795663502,25.098628916382108,246150.42004142774,260.57998202134695,0,0.0,0
