,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow
0,25.368968176420456,25.36837539663408,25.368375989413867,62.92592167499999,62671.642967099564,0,9.063541128999994,0
1,25.38392892531932,25.383031149783378,25.38312092733697,6292.592167500001,56384.492120012554,0,881.4801041000003,0
2,25.419962495994255,25.419962495994255,25.419962495994255,12585.184335000002,50340.73734000001,0,1762.9602082000006,0
3,25.439855512004833,25.439855512004826,25.43985551200483,18877.7765025,44048.145172500015,0,2644.4403123,0
4,25.39679090570427,25.396790905704275,25.396790905704272,25170.368670000003,37755.553005,0,3497.579812072652,0
5,25.387335090712508,25.388514569866746,25.38792483028963,31272.18870381254,31462.96083749999,0,4548.321251372654,0
6,25.390860261233687,25.391842801093556,25.391253277177633,37564.78087131254,25170.368670000003,0,5599.062690672652,0
7,25.353194354053336,25.326259278651815,25.345113831432883,43857.37303881256,18877.776502500008,0,6649.804129972652,0
8,25.240788864499972,25.188376934830405,25.230306478566057,50149.96520631255,12585.184334999996,0,6482.072043999997,0
9,25.236724859147323,25.153181223436608,25.22837049557625,56442.557373812546,6292.592167499998,0,7292.331049500002,0
10,25.23490274543278,25.146788076449376,25.234814630763793,62672.22361963755,62.92592167500006,0,7818.340682499318,0
