,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow
0,48.63173958538652,262.49502471547686,262.2811614303468,790.9250302714028,745891.0307429263,2.3792387149704715e-08,0.0,7.09509817672525
1,49.3306330436236,193.73722335533017,179.29656432415948,75299.05983556384,670264.8854985005,2.369701640437012e-06,0.0,810.5766693432471
2,49.340459662925404,106.69006607430303,95.2201447920275,147852.97550981096,594973.3672607751,4.198077953854292e-06,0.0,1995.647156763649
3,49.16759493575412,48.995798879327666,49.047337696255596,219626.21406247583,520162.0711456565,5.748363202776708e-07,0.0,4012.677100784605
4,48.77203912115106,46.79297918874106,47.58460316170506,289115.78333968564,446294.81258569576,1.4925383042242443e-06,0.0,6615.712282844654
5,47.997366736980936,44.187774276186545,46.09257050658374,357845.5993846039,372355.6919193327,2.0642544971833377e-05,0.0,8855.783637750494
6,47.29043568188315,42.523660657260855,45.38372567203423,429722.65562342614,294596.9150265439,1.94086725068277e-06,0.0,10399.667026509609
7,46.51476619506506,41.206080856403304,44.922160593466536,502375.2923436723,220663.22327937675,1.8890857020818165e-06,0.0,10949.920165036905
8,45.649603562689094,39.769993053925404,44.47368146093636,571597.5425344518,146397.24957110785,3.8067290299961307e-06,0.0,11771.667950050694
9,44.880813282273785,38.44535189778343,44.237267143824745,638306.3657466775,73788.14336148591,5.406652524746586e-06,0.0,13528.710882189316
10,43.94460137363018,35.76565022286595,43.93642242247941,703460.5359761224,773.9233632172251,1.3647754043013339e-06,0.0,14881.841010060476
