,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow
0,25.443884331358568,25.543367283993422,25.54326780104079,252.30854213826132,246360.80556227965,0,66.14328553279464,0
1,25.73121908769212,25.6312045393952,25.64120599422489,24987.65900902687,221581.6541609537,0,7400.2024332599885,0
2,25.725328832334053,25.570052104614184,25.601107450158157,49553.04313351715,196784.64353039974,0,15504.837305925661,0
3,25.7454076167062,25.50372629901446,25.576230694321982,73959.48670957166,172773.34101636815,0,23478.30899305172,0
4,25.737720167522966,25.39003690470672,25.529110209833217,98775.1608615694,148625.63611932436,0,31276.407362511127,0
5,25.68193455844832,25.22952161345569,25.455728085952003,124127.46357155232,124397.98642193481,0,38693.963310142266,0
6,25.61590089749137,25.027762064525422,25.38064536430499,148391.54502671887,101345.22314311788,0,46477.985226811776,0
7,25.474312217617392,24.83409221569437,25.282246217040484,171558.25525699503,76310.62319173767,0,54584.92237694169,0
8,25.35926706207503,24.73939698661895,25.235293046983813,195219.2912295381,51001.14946839196,0,62771.54636353891,0
9,25.279347797852093,24.67001138046999,25.21841415611388,219579.61678566664,25674.00211247139,0,72471.95175249809,0
10,25.190117846137422,24.48843917544403,25.189416167466728,244212.47005621978,258.6776141162312,0,84026.86774695304,0
