,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,26.008432957212367,26.069281282563132,26.06867279930962,2411.213570081432,318950.7632684493,0,748.7309441051309,0,0
1,26.129206893181596,26.103072045168933,26.1056855299702,25197.919670227086,288888.68231944815,0,8076.661061096223,0,0
2,26.143273666577585,26.082029457541477,26.0942782993487,50635.01877663562,257710.10019933412,0,15510.475071893354,0,0
3,26.084898042801314,26.050934539242412,26.061123590310082,75268.6331788881,226870.76746300046,0,23234.92983250914,0,0
4,25.965320102887866,25.818416392686288,25.877177876766922,99077.74416214025,194830.55208441147,0,31319.904415621364,0,0
5,25.83992027298269,25.516112706624828,25.67801648980376,122658.11520932817,162446.88236949974,0,39993.043842018,0,0
6,25.685714138999344,25.121453000209293,25.460009683483324,146397.59645098145,130284.85482563154,0,48551.28017223549,0,0
7,25.527992351179616,24.81097896357022,25.312888334896797,171299.21112430055,97796.65073120635,0,56734.15014195143,0,0
8,25.36332121458331,24.57832071863824,25.206321115394292,195303.93812544228,64780.88362344988,0,65631.7176919235,0,0
9,25.230444937048027,24.476311744577917,25.155031617801015,219282.66872098713,32184.53488454691,0,73632.32463862198,0,0
10,25.123956399654546,24.300040954382524,25.115717245201825,241478.99077871093,3261.7221153783453,0,79744.46526039302,0,0
