,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow
0,26.087736116016025,26.168213901929274,26.168133424143363,240.3797013602799,246806.8062562307,0,68.0193654374038,0
1,26.072165800628625,26.158395629232576,26.149772646372178,24557.785184570686,222375.18031750646,0,6532.5427713203035,0
2,26.051877055823216,26.114570125086207,26.102031511233605,48546.533718606086,198156.29688807088,0,14503.474178915292,0
3,26.038035641479365,26.113813604087355,26.09108021530496,73337.07526245821,174290.05391439196,0,22681.633833189586,0
4,25.952806462957557,25.951789628093376,25.952196362039047,98241.50903906031,149812.0735151025,0,30954.613117693985,0
5,25.7960153271554,25.592123234321498,25.69406928073845,120908.37564007686,126412.99303604582,0,39018.83037113549,0
6,25.62391040307945,25.102802865853537,25.415467388189082,145368.7666006165,101162.10981764903,0,46918.65406106812,0
7,25.496345881312855,24.69883249389237,25.257091865086707,169728.0542476938,75932.69904637038,0,54841.00559375604,0
8,25.376544091180037,24.443227854430717,25.18988084383017,194515.03214695986,50874.213687908494,0,62588.85128187082,0
9,25.24371543120715,24.264084451375872,25.145752333224024,219255.943532476,25501.35704297883,0,70632.74927347607,0
10,25.15962481353973,24.094112873510532,25.158559301599702,243547.89094935477,250.54798424126062,0,78355.38191514318,0
