,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow
0,40.96845266735473,41.30084958269675,41.30051718578141,199.7590725675111,187069.3587147561,1.0692403285899269e-09,30.049451997197682,2.1224418292562935e-09
1,41.15051035716995,41.69429497188357,41.639916510412206,19225.117097860362,167422.9371814112,1.2686751630166903e-08,3005.5890013330377,2.531372336632502e-08
2,41.653299174830295,41.88484255171085,41.83853387633474,37240.149042745914,149406.13152971707,6.687901774259105e-09,6336.911162130671,1.3502505564550473e-08
3,41.9843401937937,42.086984135241636,42.056190952807256,55293.82931807355,130991.65279075514,5.209535195078023e-08,9014.835562236334,1.0645181402655773e-07
4,42.352955287075325,42.48268827881425,42.43079508211868,74885.76898264572,111366.62945703504,7.763561737385212e-09,12019.780748452333,1.6193644209942623e-08
5,42.741506060684614,42.826051765219034,42.78377891295183,94536.38660580189,92204.98908863461,6.3953528994289595e-09,15024.725935538503,1.3793834399916702e-08
6,43.04328529094774,43.334768854128086,43.159878716219886,112281.37269887482,74185.32381792874,7.054137897986149e-09,18029.67112263964,1.629715261685432e-08
7,43.36766348766463,43.770083357369295,43.48838944857603,130153.55610483687,55683.9146472563,2.367544288653278e-08,21034.61630982288,6.44552869691108e-08
8,44.187421743991564,44.420589178953115,44.23405523098387,148534.18797531992,37566.30487896113,6.436333645771365e-09,23429.61507371971,1.9348623946172703e-08
9,44.95659459086932,45.168353898802295,44.97777052166262,167156.31887798104,18843.988447414806,5.796512955349105e-09,25748.25818515122,2.5774256525598484e-08
10,45.679352750903384,45.19194195994071,45.678865340112424,185054.2099608237,188.77776504721672,5.408244070149336e-09,27418.714960784688,306.06408139172845
