,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,74.7068689840358,116.64788458277323,116.22847442678585,61349.40469748196,6928896.605494362,3.3855788088012305e-06,24383.969272727336,5948.595342266712,0
1,74.2404089534935,98.45070971547752,96.02967963927911,613486.6341319977,6267376.243585284,1.5705904712066335e-07,200617.40303248068,62155.726613305,0
2,73.26064864560607,81.78870599583885,80.08309452579229,1216865.7648379304,5567138.670705479,1.89452047360272e-07,336079.8328622978,129495.15691384432,0
3,71.5614785469672,70.11212799008686,70.54693315715096,1813689.0195062535,4852447.829919095,2.947164817313618e-07,446053.1205672067,202587.92456023782,0
4,69.69737262664935,62.04571265902909,65.1063766460772,2439973.105160719,4123696.6484667193,6.651947115711727e-07,547155.4674906268,269487.3767417244,0
5,67.86057213077254,55.36489330413425,61.6127327174534,3041233.165050723,3401210.4277096903,3.929195472478603e-07,650981.8107608692,342833.1539580238,0
6,66.15118471132782,51.3262796953397,60.22122270493257,3649609.505289549,2689350.9679768863,7.21400492678945e-07,792597.5576613895,403063.2997403338,0
7,64.80457078735792,47.51842512404443,59.618727088363876,4250207.066101418,1993950.222661098,1.0307040744889124e-06,916983.7030642441,473425.0253801185,0
8,63.62954262877177,44.894996763807754,59.88263345577897,4845094.525219352,1305057.967801221,8.479663305678294e-08,1020791.9147529907,543610.9425113437,0
9,62.70803196828692,41.647360804581695,60.6019648519164,5423995.662632458,644855.2906601313,7.098860188238021e-08,1119698.0028379734,617419.261509998,0
10,61.79337988615534,39.22352734544789,61.56768136074827,5938075.81685227,64666.48382835733,6.122527452097201e-07,1208560.787501203,675505.317718191,0
