,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow
0,25.37998467214775,25.37998467214776,25.379984672147764,62.92592167499999,62862.995753325005,0,8.814801040999996,0
1,25.398725364129128,25.398725364129113,25.398725364129117,6292.592167500001,56633.329507500006,0,881.4801041000003,0
2,25.39808845173647,25.39808845173647,25.398088451736466,12585.184335000002,50340.73734000001,0,1385.851445,0
3,25.409470250839398,25.409470250839394,25.409470250839394,18877.7765025,44048.145172500015,0,2078.7771675000004,0
4,25.420490502815085,25.41989984178159,25.420136106194988,25170.368670000003,37755.553005,0,2776.5139916,0
5,25.429135085729165,25.42866178846419,25.428898437096677,31462.96083749999,31462.96083749999,0,3674.29776677901,0
6,25.324244125531635,25.246360987629657,25.293090870370843,37755.553005,25170.368670000003,0,4291.828399956441,0
7,25.29554429752239,25.17103834179325,25.258192510803653,44048.14517250001,18877.776502500008,0,4585.890647978218,0
8,25.287597117476096,25.182977792126103,25.266673252406097,50340.737340000014,12585.184334999996,0,5281.71257147822,0
9,25.285112327827733,25.196638862112476,25.27626498125621,56633.329507500006,6292.592167499998,0,5977.534494978222,0
10,25.285903431196374,25.209804858138256,25.285827332623317,62862.995753325,62.92592167500006,0,6666.398199243218,0
