,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow
0,26.17975561119259,26.43618662894552,26.43593019792777,240.38922132630137,246700.50453369942,0,67.98457921798614,0
1,26.1602652124884,26.36620348805615,26.345609660499374,24352.37980946521,222594.4880625715,0,6562.116147730995,0
2,26.175157484212825,26.418527158992138,26.36985322403627,49045.335065493,198999.591664579,0,14682.582168257999,0
3,26.06098840777645,26.243014453921194,26.188406640077773,73748.24999450895,174354.87716721714,0,22908.619384046713,0
4,25.929823495594388,25.832075785963816,25.871174869816045,98304.2755621535,149345.42934156163,0,31189.646761604683,0
5,25.7966653335895,25.564497152843767,25.680581243216633,121143.95989698872,126100.25020876447,0,39249.16235774215,0
6,25.634502178491598,25.04107720933635,25.3971321908295,145608.3261587787,100829.96207727349,0,47236.6103972097,0
7,25.505622753798896,24.694885429484412,25.26240155650455,170033.18961894442,75962.32778397415,0,54942.93252075521,0
8,25.368088594292832,24.452486334554088,25.18496814234508,194744.9002867097,50837.381830337355,0,62500.37419317519,0
9,25.23984099511092,24.29041584071308,25.14489847967113,219262.586980409,25385.04821957552,0,70410.00125612495,0
10,25.163098972968008,24.089832303512285,25.162025706298557,243900.31130008347,250.5479842038645,0,78097.65919552592,0
