,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,25.848792058273414,25.88006211729048,25.879749416700307,2432.9274241256717,243840.5933733472,0,801.0298168631001,0,0
1,25.943316399926058,25.905989571151746,25.909722254029177,24784.606999106283,221565.59195292098,0,8128.006207079726,0,0
2,25.97943338277131,25.906667998473083,25.921221075332724,49855.36746846512,197112.01729101397,0,16176.091731324701,0,0
3,25.970922346591994,25.91755457661358,25.933564907607103,74556.74549412493,173424.57797592875,0,23675.350249292023,0,0
4,25.854331731962365,25.690638300270432,25.756115672947203,98183.25415338753,149608.1187350051,0,30612.96507567092,0,0
5,25.752829203970524,25.39310565215568,25.5729674280631,122073.07617663532,125732.16141286575,0,37941.30977790014,0,0
6,25.604318137644928,24.946957157630337,25.341373745639093,146789.94531200547,101089.20341187569,0,46986.08854253302,0,0
7,25.452591611851258,24.683715822849326,25.221928875150677,171159.34662750678,76361.2214729109,0,57176.40475581054,0,0
8,25.310405448327078,24.59581948808377,25.167488256278414,194868.0043180462,51173.19441717902,0,66093.49655411814,0,0
9,25.202244278201277,24.4039787235453,25.12241772273568,219081.15191816358,25647.818993079207,0,74386.65068652731,0,0
10,25.112634300983373,24.24450692706555,25.103953027244195,241453.085994839,2588.62066196318,0,81678.35798671583,0,0
