,cavsCost,noncavsCost,totCost,cavsFlow,nonCavsFlow,pedestrianFlow,rebalancingFlow,bikeFlow,subwayFlow
0,26.207521658428245,26.368040409641562,26.366435222129425,2496.379143316835,320945.6670871982,0,591.1552135651699,0,0
1,26.223314367037013,26.383655115786713,26.36762104091174,25463.42119387836,292636.3238028429,0,7268.8463490362155,0,0
2,26.175883802093367,26.227163445742885,26.216907517012977,50304.30764270989,260326.1711421809,0,15432.79882541994,0,0
3,26.106706740953,26.058790761024955,26.073165555003367,74544.44137222758,227895.2015057066,0,24353.73903339532,0,0
4,25.96472078660484,25.782389425141666,25.855321969726937,98103.65544700596,195662.83785518308,0,33107.16603770064,0,0
5,25.864736984923702,25.58369370174334,25.72421534333352,122011.04743042261,163050.75639372773,0,41657.03340081548,0,0
6,25.699542624387192,25.17879299652962,25.49124277324416,146212.08600057664,129883.13734103928,0,50351.31835661249,0,0
7,25.5412175963289,24.814227254424942,25.323120493757713,170537.14516790007,96545.72649217311,0,58615.94012989246,0,0
8,25.420799872130203,24.540176064564942,25.24467511061715,194620.24528018784,63684.40630952756,0,66670.07806469251,0,0
9,25.295653005083228,24.367856727584076,25.202873377333315,219394.6264723552,32185.748982989306,0,73582.80655955657,0,0
10,25.18817362580568,24.307751176813767,25.17936940131576,242102.1555032841,3236.1750586511766,0,79244.5743081474,0,0
